filename,product_name,artist,price,predicted_category,confidence,method,source_category,scrape_date,product_url,image_url,top1_category,top1_score,top2_category,top2_score,top3_category,top3_score
squirrel_t-shirt_11.jpg,Squirrel T-Shirt,MightTs,24,Nature,0.5624,image only,Animals,2026-07-04,https://www.teepublic.com/t-shirt/91329270-squirrel,"https://images.teepublic.com/derived/production/designs/91329270_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Nature,0.5624,Animals,0.1791,Pets,0.0773
ravens_t-shirt_13.jpg,Ravens T-Shirt,vvilczy,24,Uncertain - needs review,0.1458,image only,Animals,2026-07-04,https://www.teepublic.com/t-shirt/5958943-ravens,"https://images.teepublic.com/derived/production/designs/5958943_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Animals,0.1458,Seasonal,0.1406,Nature,0.1252
penguin_t-shirt_14.jpg,Penguin T-Shirt,littlemandyart,24,Animals,0.5238,hybrid (image+text),Animals,2026-07-04,https://www.teepublic.com/t-shirt/5597774-penguin,"https://images.teepublic.com/derived/production/designs/5597774_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Animals,0.5238,Seasonal,0.0884,Pets,0.0865
the_spooky_warrior_duck_t-shirt_15.jpg,The Spooky Warrior Duck T-Shirt,KilkennyCat Art,24,Gaming,0.4104,image only,Animals,2026-07-04,https://www.teepublic.com/t-shirt/59433067-the-spooky-warrior-duck,"https://images.teepublic.com/derived/production/designs/59433067_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Gaming,0.4104,Seasonal,0.1725,Anime,0.0842
mesozoic_era_t-shirt_16.jpg,Mesozoic_Era T-Shirt,opawapo,24,Uncertain - needs review,0.1972,image only,Animals,2026-07-04,https://www.teepublic.com/t-shirt/119742-mesozoic_era,"https://images.teepublic.com/derived/production/designs/119742_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Gaming,0.1972,Nature,0.1955,Animals,0.1617
funny_ferret_selfie_with_t-rex_dinosaur_t-shirt_17.jpg,Funny Ferret Selfie with T-Rex Dinosaur T-Shirt,Majesty article,24,Animals,0.3155,hybrid (image+text),Animals,2026-07-04,https://www.teepublic.com/t-shirt/86901425-funny-ferret-selfie-with-t-rex-dinosaur,"https://images.teepublic.com/derived/production/designs/86901425_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Animals,0.3155,Humor,0.3041,Nature,0.1242
jurassic_ukiyo-e_1_t-shirt_18.jpg,Jurassic Ukiyo-e 1 T-Shirt,Meowster Catana by Vincent Trinidad Art,24,Nature,0.3818,image only,Animals,2026-07-04,https://www.teepublic.com/t-shirt/12965390-jurassic-ukiyo-e-1,"https://images.teepublic.com/derived/production/designs/12965390_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Nature,0.3818,Travel,0.1912,Vintage,0.1550
lucys_psychiatric_help_t-shirt_19.jpg,Lucy's Psychiatric Help T-Shirt,Likeyi,24,Professions,0.5998,image only,Animals,2026-07-04,https://www.teepublic.com/t-shirt/89162145-lucy-s-psychiatric-help,"https://images.teepublic.com/derived/production/designs/89162145_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Professions,0.5998,Pop Culture,0.2063,Humor,0.0498
my_spirit_animal_is_a_sloth_t-shirt_20.jpg,My spirit animal is a sloth T-Shirt,LunaMay,24,Animals,0.4593,hybrid (image+text),Animals,2026-07-04,https://www.teepublic.com/t-shirt/9993359-my-spirit-animal-is-a-sloth,"https://images.teepublic.com/derived/production/designs/9993359_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Animals,0.4593,Seasonal,0.1475,Spiritual,0.0750
id_rather_be_playing_tag_gorilla_monkey_gorilla_vr_gamer_t-s_21.jpg,I'd Rather Be Playing Tag Gorilla Monkey Gorilla Vr Gamer T-Shirt,Smoog Luna,24,Gaming,0.7403,hybrid (image+text),Animals,2026-07-04,https://www.teepublic.com/t-shirt/72948963-id-rather-be-playing-tag-gorilla-monkey-gorilla-vr,"https://images.teepublic.com/derived/production/designs/72948963_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Gaming,0.7403,Animals,0.2034,Pop Culture,0.0181
gorilla_tag_lets_go_monke_team_t-shirt_vr_t-shirt_22.jpg,Gorilla Tag Let's Go Monke Team T-Shirt VR T-Shirt,gorillatagshop,24,Uncertain - needs review,0.2239,image only,Animals,2026-07-04,https://www.teepublic.com/t-shirt/53595299-gorilla-tag-let-s-go-monke-team-t-shirt-vr,"https://images.teepublic.com/derived/production/designs/53595299_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Pop Culture,0.2239,Art,0.1882,Animals,0.1571
space_turtles_t-shirt_23.jpg,Space Turtles T-Shirt,Maike Vierkant (@Maibbit),24,Uncertain - needs review,0.2786,image only,Animals,2026-07-04,https://www.teepublic.com/t-shirt/94130-space-turtles,"https://images.teepublic.com/derived/production/designs/94130_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Gaming,0.2786,Animals,0.2042,Nature,0.0746
scottish_kelpie_water_horse_mythological_spirit_tattoo_art_t_24.jpg,Scottish Kelpie Water Horse Mythological Spirit Tattoo Art T-Shirt,Yaymertch,24,Uncertain - needs review,0.2684,hybrid (image+text),Animals,2026-07-04,https://www.teepublic.com/t-shirt/87959249-scottish-kelpie-water-horse-mythological-spirit-ta,"https://images.teepublic.com/derived/production/designs/87959249_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Animals,0.2684,Art,0.2161,Nature,0.1247
man_bear_pig_south_park_t-shirt_25.jpg,Man Bear Pig (South Park) T-Shirt,Kebakkaran,24,Animals,0.5861,hybrid (image+text),Animals,2026-07-04,https://www.teepublic.com/t-shirt/6216081-man-bear-pig-south-park,"https://images.teepublic.com/derived/production/designs/6216081_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Animals,0.5861,Pets,0.1047,Gaming,0.0641
the_earth_dragon_t-shirt_26.jpg,The Earth Dragon T-Shirt,Black &amp; Elise,24,Anime,0.3433,hybrid (image+text),Animals,2026-07-04,https://www.teepublic.com/t-shirt/12718674-the-earth-dragon,"https://images.teepublic.com/derived/production/designs/12718674_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Anime,0.3433,Art,0.1646,Animals,0.1549
frog_of_thunder_alt_print_t-shirt_27.jpg,Frog of Thunder (Alt Print) T-Shirt,Nerdology,24,Gaming,0.4201,hybrid (image+text),Animals,2026-07-04,https://www.teepublic.com/t-shirt/35273536-frog-of-thunder-alt-print,"https://images.teepublic.com/derived/production/designs/35273536_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Gaming,0.4201,Pets,0.4040,Humor,0.0335
there_is_only_crab_t-shirt_28.jpg,There is only Crab T-Shirt,giovanniiiii,24,Uncertain - needs review,0.2198,image only,Animals,2026-07-04,https://www.teepublic.com/t-shirt/22744709-there-is-only-crab,"https://images.teepublic.com/derived/production/designs/22744709_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Professions,0.2198,Lifestyle,0.1329,Food,0.0886
guppy_aircraft_t-shirt_29.jpg,Guppy Aircraft T-Shirt,Funky Aviation,24,Uncertain - needs review,0.1840,image only,Animals,2026-07-04,https://www.teepublic.com/t-shirt/55631854-guppy-aircraft,"https://images.teepublic.com/derived/production/designs/55631854_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Gaming,0.1840,Vintage,0.1612,Travel,0.1269
islanders_fisherman_t-shirt_31.jpg,Islanders Fisherman T-Shirt,Dzsert/Elisha,24,Sports,0.5562,hybrid (image+text),Animals,2026-07-04,https://www.teepublic.com/t-shirt/71114257-islanders-fisherman,"https://images.teepublic.com/derived/production/designs/71114257_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Sports,0.5562,Animals,0.4006,Gaming,0.0149
i_may_be_wrong_but_i_doubt_it_t-shirt_32.jpg,I May Be Wrong But I Doubt It T-Shirt,The Shoviere,24,Uncertain - needs review,0.2908,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/58000845-i-may-be-wrong-but-i-doubt-it,"https://images.teepublic.com/derived/production/designs/58000845_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Humor,0.2908,Art,0.1289,Sports,0.1011
adhd_t-shirt_33.jpg,ADHD T-Shirt,flimflamsam,24,Humor,0.4583,hybrid (image+text),Funny,2026-07-04,https://www.teepublic.com/t-shirt/17638145-adhd,"https://images.teepublic.com/derived/production/designs/17638145_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Humor,0.4583,Gaming,0.1046,Pop Culture,0.0648
everything_is_fine_t-shirt_34.jpg,Everything Is Fine T-Shirt,Zonix Graffiti,24,Uncertain - needs review,0.2098,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/74296583-everything-is-fine,"https://images.teepublic.com/derived/production/designs/74296583_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Seasonal,0.2098,Pets,0.1443,Pop Culture,0.0990
heck_t-shirt_35.jpg,Heck T-Shirt,Possum Mood,24,Animals,0.4932,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/17414687-heck,"https://images.teepublic.com/derived/production/designs/17414687_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Animals,0.4932,Pets,0.1211,Nature,0.1134
who_the_fck_is_alice_t-shirt_36.jpg,Who the Fck Is Alice T-Shirt,Mama@rmi,24,Uncertain - needs review,0.2628,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/87617022-who-the-fck-is-alice,"https://images.teepublic.com/derived/production/designs/87617022_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Animals,0.2628,Humor,0.2157,Art,0.0929
omg_you_guys_thats_not_what_i_said_jesus_disappointed_t-shir_37.jpg,Omg You Guys That's Not What I Said Jesus Disappointed T-Shirt,Whimsy Wear Illustrations,24,Spiritual,0.7217,hybrid (image+text),Funny,2026-07-04,https://www.teepublic.com/t-shirt/74667686-omg-you-guys-thats-not-what-i-said-jesus-disappoin,"https://images.teepublic.com/derived/production/designs/74667686_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Spiritual,0.7217,Humor,0.0948,Pop Culture,0.0810
this_is_fine_t-shirt_38.jpg,This is Fine T-Shirt,Grunge Salad,24,Seasonal,0.4199,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/60477987-this-is-fine,"https://images.teepublic.com/derived/production/designs/60477987_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Seasonal,0.4199,Pets,0.1072,Humor,0.0996
x_smiley_t-shirt_39.jpg,x Smiley T-Shirt,LightniNG Underground,24,Uncertain - needs review,0.1142,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/52752863-x-smiley,"https://images.teepublic.com/derived/production/designs/52752863_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Humor,0.1142,Art,0.1053,Anime,0.0950
do_not_narcan_me_t-shirt_40.jpg,Do Not Narcan Me T-Shirt,Baba Malik,24,Uncertain - needs review,0.2402,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/66211901-do-not-narcan-me,"https://images.teepublic.com/derived/production/designs/66211901_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Humor,0.2402,Lifestyle,0.1722,Pop Culture,0.1200
bunny_t-shirt_41.jpg,Bunny T-Shirt,Noodleink,24,Pets,0.6199,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/84793198-bunny,"https://images.teepublic.com/derived/production/designs/84793198_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Pets,0.6199,Animals,0.0987,Seasonal,0.0849
caucasians_t-shirt_42.jpg,Caucasians T-Shirt,Fiends,24,Pop Culture,0.5057,hybrid (image+text),Funny,2026-07-04,https://www.teepublic.com/t-shirt/12220945-caucasians,"https://images.teepublic.com/derived/production/designs/12220945_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Pop Culture,0.5057,Sports,0.2078,Humor,0.0563
shut_the_fucupcakes_t-shirt_43.jpg,SHUT THE FUCUPCAKES T-Shirt,JohnetteMcdonnell,24,Food,0.5361,hybrid (image+text),Funny,2026-07-04,https://www.teepublic.com/t-shirt/10895995-shut-the-fucupcakes,"https://images.teepublic.com/derived/production/designs/10895995_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Food,0.5361,Pop Culture,0.1573,Humor,0.0922
there_are_two_types_of_people_in_this_world_t-shirt_44.jpg,There Are Two Types Of People In This World T-Shirt,HayesHanna3bE2e,24,Travel,0.4096,hybrid (image+text),Funny,2026-07-04,https://www.teepublic.com/t-shirt/10167575-there-are-two-types-of-people-in-this-world,"https://images.teepublic.com/derived/production/designs/10167575_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Travel,0.4096,Professions,0.1136,Humor,0.0753
people_are_like_slinkies_t-shirt_45.jpg,People are Like Slinkies T-Shirt,UrbanLifeApparel,24,Humor,0.5822,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/74323253-people-are-like-slinkies,"https://images.teepublic.com/derived/production/designs/74323253_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Humor,0.5822,Lifestyle,0.0785,Pop Culture,0.0622
behind_the_bastards_legacy_t-shirt_46.jpg,Behind The Bastards Legacy T-Shirt,Baugh Carys,24,Uncertain - needs review,0.2081,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/67628119-behind-the-bastards-legacy,"https://images.teepublic.com/derived/production/designs/67628119_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Music,0.2081,Humor,0.1826,Gaming,0.1577
ferda_boys_girls_t-shirt_48.jpg,Ferda Boys & Girls T-Shirt,TJF Design,24,Uncertain - needs review,0.1329,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/21164817-ferda-boys-and-girls,"https://images.teepublic.com/derived/production/designs/21164817_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Food,0.1329,Vintage,0.0893,Music,0.0866
math_clock_meme_funny_mathematics_clock_math_meme_t-shirt_49.jpg,Math Clock Meme Funny Mathematics Clock Math Meme T-Shirt,ShirTomDesigns,24,Humor,0.4303,hybrid (image+text),Funny,2026-07-04,https://www.teepublic.com/t-shirt/26224562-math-clock-meme-funny-mathematics-clock-math-meme,"https://images.teepublic.com/derived/production/designs/26224562_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Humor,0.4303,Seasonal,0.1169,Music,0.0585
im_thinking_apple_wheel_of_death_design_t-shirt_52.jpg,I'm Thinking Apple Wheel of Death Design T-Shirt,Fisheyed Graphics,24,Uncertain - needs review,0.1961,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/25179689-im-thinking-apple-wheel-of-death-design,"https://images.teepublic.com/derived/production/designs/25179689_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Lifestyle,0.1961,Humor,0.1397,Spiritual,0.1347
this_is_why_we_cant_have_nice_things_t-shirt_53.jpg,THIS IS WHY WE CAN'T HAVE NICE THINGS T-Shirt,obinsun,24,Pets,0.4566,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/59714032-this-is-why-we-cant-have-nice-things,"https://images.teepublic.com/derived/production/designs/59714032_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Pets,0.4566,Animals,0.2297,Humor,0.0646
the_horrors_persist_hamster_t-shirt_54.jpg,the horrors persist hamster T-Shirt,hunnydoll,24,Pets,0.6308,hybrid (image+text),Funny,2026-07-04,https://www.teepublic.com/t-shirt/52621938-the-horrors-persist-hamster,"https://images.teepublic.com/derived/production/designs/52621938_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Pets,0.6308,Humor,0.0974,Lifestyle,0.0550
nope_cat_t-shirt_55.jpg,Nope Cat T-Shirt,ellenhenryart,24,Animals,0.4369,hybrid (image+text),Funny,2026-07-04,https://www.teepublic.com/t-shirt/64510429-nope-cat,"https://images.teepublic.com/derived/production/designs/64510429_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Animals,0.4369,Humor,0.1314,Pets,0.1068
silly_goose_on_the_loose_t-shirt_56.jpg,silly goose on the loose T-Shirt,onyxicca liar,24,Humor,0.4466,hybrid (image+text),Funny,2026-07-04,https://www.teepublic.com/t-shirt/38074373-silly-goose-on-the-loose,"https://images.teepublic.com/derived/production/designs/38074373_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Humor,0.4466,Animals,0.2143,Seasonal,0.0612
hello_darkness_my_old_friend_t-shirt_57.jpg,Hello Darkness My Old Friend T-Shirt,Vault Emporium,24,Uncertain - needs review,0.1769,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/89656694-hello-darkness-my-old-friend,"https://images.teepublic.com/derived/production/designs/89656694_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Humor,0.1769,Pop Culture,0.1465,Seasonal,0.1187
weyland_yutani_t-shirt_58.jpg,Weyland Yutani T-Shirt,familiaritees,24,Pop Culture,0.4459,hybrid (image+text),Funny,2026-07-04,https://www.teepublic.com/t-shirt/87020-weyland-yutani,"https://images.teepublic.com/derived/production/designs/87020_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Pop Culture,0.4459,Gaming,0.2880,Professions,0.0617
fedex_parody_fedup_01_t-shirt_59.jpg,FedEX Parody FedUP 01 T-Shirt,kaitokid,24,Pop Culture,0.3325,image only,Funny,2026-07-04,https://www.teepublic.com/t-shirt/22170902-fedex-parody-fedup-01,"https://images.teepublic.com/derived/production/designs/22170902_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Pop Culture,0.3325,Lifestyle,0.1096,Humor,0.0708
sans_retro_japanese_undertale_t-shirt_60.jpg,Sans Retro Japanese Undertale T-Shirt,Nova5,24,Uncertain - needs review,0.2173,hybrid (image+text),Gaming,2026-07-04,https://www.teepublic.com/t-shirt/12924081-sans-retro-japanese-undertale,"https://images.teepublic.com/derived/production/designs/12924081_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Vintage,0.2173,Food,0.2025,Gaming,0.1007
no_robes_no_masters_-_teal_text_t-shirt_61.jpg,No Robes No Masters - Teal Text T-Shirt,5-4 Podcast,24,Professions,0.5899,image only,Gaming,2026-07-04,https://www.teepublic.com/t-shirt/45836546-no-robes-no-masters-teal-text,"https://images.teepublic.com/derived/production/designs/45836546_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Professions,0.5899,Art,0.1203,Pop Culture,0.0522
knight_solaire_dark_souls_warriors_of_sunlight_t-shirt_62.jpg,Knight Solaire Dark Souls Warriors of Sunlight T-Shirt,TKL,24,Spiritual,0.5430,hybrid (image+text),Gaming,2026-07-04,https://www.teepublic.com/t-shirt/57907922-knight-solaire-dark-souls-warriors-of-sunlight,"https://images.teepublic.com/derived/production/designs/57907922_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Spiritual,0.5430,Seasonal,0.1891,Vintage,0.0552
dungeons_dragons_t-shirt_63.jpg,Dungeons & Dragons T-Shirt,Bodya,24,Gaming,0.3245,hybrid (image+text),Gaming,2026-07-04,https://www.teepublic.com/t-shirt/11827901-dungeons-and-dragons,"https://images.teepublic.com/derived/production/designs/11827901_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Gaming,0.3245,Animals,0.2390,Art,0.0786
introvert_but_willing_to_discuss_video_games_t-shirt_65.jpg,Introvert but willing to discuss video games T-Shirt,LunaMay,24,Gaming,0.7700,hybrid (image+text),Gaming,2026-07-04,https://www.teepublic.com/t-shirt/8993615-introvert-but-willing-to-discuss-video-games,"https://images.teepublic.com/derived/production/designs/8993615_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Gaming,0.7700,Humor,0.2112,Lifestyle,0.0045
xenon_pinball_1980_t-shirt_68.jpg,Xenon Pinball 1980 T-Shirt,Trazzo,24,Uncertain - needs review,0.2926,hybrid (image+text),Gaming,2026-07-04,https://www.teepublic.com/t-shirt/7770941-xenon-pinball-1980,"https://images.teepublic.com/derived/production/designs/7770941_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Vintage,0.2926,Sports,0.2092,Pop Culture,0.1448
burgertime_t-shirt_69.jpg,Burgertime T-Shirt,Unknown,24,Food,0.8020,hybrid (image+text),Gaming,2026-07-04,https://www.teepublic.com/t-shirt/32045796-burgertime,"https://images.teepublic.com/derived/production/designs/32045796_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Food,0.8020,Gaming,0.0780,Pop Culture,0.0384
tupac-man_t-shirt_70.jpg,TUPAC-MAN T-Shirt,Snackin' and Yakkin' Swag,24,Pop Culture,0.4820,image only,Gaming,2026-07-04,https://www.teepublic.com/t-shirt/88408730-tupac-man,"https://images.teepublic.com/derived/production/designs/88408730_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Pop Culture,0.4820,Humor,0.1436,Vintage,0.0759
neo-geo_logo_t-shirt_71.jpg,NEO-GEO logo T-Shirt,YAMARA,24,Gaming,0.3988,image only,Gaming,2026-07-04,https://www.teepublic.com/t-shirt/2435118-neo-geo-logo,"https://images.teepublic.com/derived/production/designs/2435118_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Gaming,0.3988,Anime,0.1152,Nature,0.0768
life_is_short_play_more_magic_t-shirt_72.jpg,Life is Short. Play more Magic T-Shirt,ChristophZombie,24,Uncertain - needs review,0.2690,image only,Gaming,2026-07-04,https://www.teepublic.com/t-shirt/38810746-life-is-short-play-more-magic,"https://images.teepublic.com/derived/production/designs/38810746_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Lifestyle,0.2690,Gaming,0.1950,Humor,0.1335
golgari_swarm_t-shirt_73.jpg,Golgari Swarm T-Shirt,ohitsmagic,24,Gaming,0.6845,image only,Gaming,2026-07-04,https://www.teepublic.com/t-shirt/3591828-golgari-swarm,"https://images.teepublic.com/derived/production/designs/3591828_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Gaming,0.6845,Humor,0.0798,Nature,0.0405
nope_tshirt_t-shirt_74.jpg,Nope TShirt T-Shirt,Designs by Mia Valley,24,Uncertain - needs review,0.1974,image only,Gaming,2026-07-04,https://www.teepublic.com/t-shirt/20110246-nope-tshirt,"https://images.teepublic.com/derived/production/designs/20110246_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Humor,0.1974,Seasonal,0.1934,Sports,0.0944
doom_t-shirt_75.jpg,DOOM T-Shirt,Jack Bloom,24,Spiritual,0.8586,hybrid (image+text),Gaming,2026-07-04,https://www.teepublic.com/t-shirt/30144456-doom,"https://images.teepublic.com/derived/production/designs/30144456_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Spiritual,0.8586,Art,0.0352,Vintage,0.0280
ultrakill_merch_t-shirt_76.jpg,ultrakill merch T-Shirt,Didi Art,24,Gaming,0.7119,image only,Gaming,2026-07-04,https://www.teepublic.com/t-shirt/82598617-ultrakill-merch,"https://images.teepublic.com/derived/production/designs/82598617_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Gaming,0.7119,Anime,0.0839,Pop Culture,0.0357
black_mesa_half_life_t-shirt_77.jpg,BLACK MESA HALF LIFE T-Shirt,YAMARA,24,Uncertain - needs review,0.2953,image only,Gaming,2026-07-04,https://www.teepublic.com/t-shirt/14840641-black-mesa-half-life,"https://images.teepublic.com/derived/production/designs/14840641_0/1748016039/i_p:c_2e2e2e,s_630,q_90.jpg",Lifestyle,0.2953,Family,0.1320,Art,0.0857
